DOI,ParsingDate,Accesses,Citations,Altmetric
10.1038/s41597-023-02711-0,2024-08-24,713,0,1
10.1038/s41597-023-02756-1,2024-08-24,2845,2,5
10.1038/s41597-023-02628-8,2024-08-24,1646,0,10
10.1038/s41597-023-02548-7,2024-08-24,1063,2,0
10.1038/s41597-023-02743-6,2024-08-24,1324,0,6
10.1038/s41597-023-02738-3,2024-08-24,1288,2,12
10.1038/s41597-023-02707-w,2024-08-24,1502,2,3
10.1038/s41597-023-02718-7,2024-08-24,4485,6,1
10.1038/s41597-023-02750-7,2024-08-24,1840,0,6
10.1038/s41597-023-02755-2,2024-08-24,1578,0,0
10.1038/s41597-023-02655-5,2024-08-24,994,0,1
10.1038/s41597-023-02741-8,2024-08-24,1905,1,1
10.1038/s41597-023-02746-3,2024-08-24,1303,3,6
10.1038/s41597-023-02720-z,2024-08-24,1345,0,0
10.1038/s41597-023-02659-1,2024-08-24,1755,0,11
10.1038/s41597-023-02748-1,2024-08-24,3783,2,3
10.1038/s41597-023-02740-9,2024-08-24,920,0,6
10.1038/s41597-023-02678-y,2024-08-24,1363,0,1
10.1038/s41597-023-02754-3,2024-08-24,566,0,1
10.1038/s41597-023-02736-5,2024-08-24,2079,8,3
10.1038/s41597-023-02724-9,2024-08-24,1370,1,0
10.1038/s41597-023-02696-w,2024-08-24,1190,1,0
10.1038/s41597-023-02761-4,2024-08-24,999,0,0
10.1038/s41597-023-02770-3,2024-08-24,1440,3,1
10.1038/s41597-023-02598-x,2024-08-24,2011,0,7
10.1038/s41597-023-02764-1,2024-08-24,544,2,0
10.1038/s41597-023-02776-x,2024-08-24,842,1,2
10.1038/s41597-023-02765-0,2024-08-24,1342,0,2
10.1038/s41597-023-02777-w,2024-08-24,2795,1,9
10.1038/s41597-023-02763-2,2024-08-24,928,2,0
10.1038/s41597-023-02747-2,2024-08-24,1131,2,3
10.1038/s41597-023-02778-9,2024-08-24,1712,0,8
10.1038/s41597-023-02762-3,2024-08-24,2346,2,0
10.1038/s41597-023-02781-0,2024-08-24,2374,0,24
10.1038/s41597-023-02767-y,2024-08-24,8291,5,16
10.1038/s41597-023-02760-5,2024-08-24,828,0,9
10.1038/s41597-023-02766-z,2024-08-24,1878,0,1
10.1038/s41597-023-02779-8,2024-08-24,2359,2,10
10.1038/s41597-023-02749-0,2024-08-24,1113,2,4
10.1038/s41597-023-02576-3,2024-08-24,2415,2,1
10.1038/s41597-023-02789-6,2024-08-24,1990,1,2
10.1038/s41597-023-02680-4,2024-08-24,1432,0,0
10.1038/s41597-023-02752-5,2024-08-24,3877,0,42
10.1038/s41597-023-02726-7,2024-08-24,1339,0,0
10.1038/s41597-023-02704-z,2024-08-24,2871,3,2
10.1038/s41597-023-02753-4,2024-08-24,2352,1,6
10.1038/s41597-023-02757-0,2024-08-24,4148,2,3
10.1038/s41597-023-02794-9,2024-08-24,945,0,14
10.1038/s41597-023-02791-y,2024-08-24,1964,3,2
10.1038/s41597-023-02786-9,2024-08-24,1757,1,1
10.1038/s41597-023-02701-2,2024-08-24,2621,0,0
10.1038/s41597-023-02809-5,2024-08-24,1710,0,10
10.1038/s41597-023-02706-x,2024-08-24,1821,0,6
10.1038/s41597-023-02798-5,2024-08-24,17000,4,50
10.1038/s41597-023-02807-7,2024-08-24,775,1,6
10.1038/s41597-023-02803-x,2024-08-24,2653,2,3
10.1038/s41597-023-02804-w,2024-08-24,4682,2,20
10.1038/s41597-023-02782-z,2024-08-24,2063,0,5
10.1038/s41597-023-02769-w,2024-08-24,2043,3,1
10.1038/s41597-023-02759-y,2024-08-24,808,1,0
10.1038/s41597-023-02817-5,2024-08-24,9790,21,1
10.1038/s41597-023-02800-0,2024-08-24,2073,2,5
10.1038/s41597-023-02802-y,2024-08-24,1585,2,3
10.1038/s41597-023-02806-8,2024-08-24,6018,3,64
10.1038/s41597-023-02808-6,2024-08-24,1223,1,0
10.1038/s41597-023-02811-x,2024-08-24,1682,0,1
10.1038/s41597-023-02805-9,2024-08-24,3704,3,0
10.1038/s41597-023-02823-7,2024-08-24,1088,0,1
10.1038/s41597-023-02790-z,2024-08-24,993,1,4
10.1038/s41597-023-02785-w,2024-08-24,1149,1,1
10.1038/s41597-023-02801-z,2024-08-24,2804,2,10
10.1038/s41597-023-02793-w,2024-08-24,2603,0,64
10.1038/s41597-023-02819-3,2024-08-24,674,1,1
10.1038/s41597-023-02813-9,2024-08-24,1662,0,0
10.1038/s41597-023-02768-x,2024-08-24,1280,1,8
10.1038/s41597-023-02821-9,2024-08-24,1402,0,1
10.1038/s41597-023-02838-0,2024-08-24,1274,0,2
10.1038/s41597-023-02797-6,2024-08-24,1555,2,29
10.1038/s41597-023-02716-9,2024-08-24,1048,2,3
10.1038/s41597-023-02815-7,2024-08-24,2699,6,0
10.1038/s41597-023-02826-4,2024-08-24,920,1,1
10.1038/s41597-023-02745-4,2024-08-24,4483,3,147
10.1038/s41597-023-02822-8,2024-08-24,2025,2,0
10.1038/s41597-023-02814-8,2024-08-24,4271,2,23
10.1038/s41597-023-02792-x,2024-08-24,8231,1,170
10.1038/s41597-023-02833-5,2024-08-24,2088,0,0
10.1038/s41597-023-02812-w,2024-08-24,3616,1,2
10.1038/s41597-023-02783-y,2024-08-24,1481,1,12
10.1038/s41597-023-02799-4,2024-08-24,4091,3,1
10.1038/s41597-023-02737-4,2024-08-24,3094,0,3
10.1038/s41597-023-02830-8,2024-08-24,1648,2,1
10.1038/s41597-023-02663-5,2024-08-24,3354,0,1
10.1038/s41597-023-02842-4,2024-08-24,1796,2,14
10.1038/s41597-023-02849-x,2024-08-24,1274,1,1
10.1038/s41597-023-02837-1,2024-08-24,5131,0,222
10.1038/s41597-023-02839-z,2024-08-24,1608,1,0
10.1038/s41597-023-02843-3,2024-08-24,1394,0,1
10.1038/s41597-023-02840-6,2024-08-24,3976,0,1
10.1038/s41597-023-02816-6,2024-08-24,1156,2,32
10.1038/s41597-023-02845-1,2024-08-24,1050,1,3
10.1038/s41597-023-02852-2,2024-08-24,1378,1,1
10.1038/s41597-023-02758-z,2024-08-24,1843,0,0
10.1038/s41597-023-02657-3,2024-08-24,1537,4,2
10.1038/s41597-023-02848-y,2024-08-24,812,3,0
10.1038/s41597-023-02834-4,2024-08-24,2864,0,0
10.1038/s41597-023-02858-w,2024-08-24,994,2,0
10.1038/s41597-023-02818-4,2024-08-24,1145,5,0
10.1038/s41597-023-02857-x,2024-08-24,1358,0,1
10.1038/s41597-023-02820-w,2024-08-24,616,0,1
10.1038/s41597-023-02751-6,2024-08-24,3620,1,5
10.1038/s41597-023-02810-y,2024-08-24,1461,0,0
10.1038/s41597-023-02828-2,2024-08-24,2590,0,14
10.1038/s41597-023-02856-y,2024-08-24,11000,5,86
10.1038/s41597-023-02854-0,2024-08-24,1142,0,0
10.1038/s41597-023-02847-z,2024-08-24,4772,6,0
10.1038/s41597-023-02831-7,2024-08-24,2515,2,1
10.1038/s41597-023-02825-5,2024-08-24,1753,0,12
10.1038/s41597-023-02899-1,2024-08-24,2501,5,6
10.1038/s41597-023-02784-x,2024-08-24,4390,1,13
10.1038/s41597-023-02876-8,2024-08-24,1172,2,0
10.1038/s41597-023-02871-z,2024-08-24,8972,2,0
10.1038/s41597-023-02873-x,2024-08-24,2785,1,0
10.1038/s41597-023-02866-w,2024-08-24,3024,3,1
10.1038/s41597-023-02851-3,2024-08-24,1341,0,2
10.1038/s41597-023-02841-5,2024-08-24,2161,2,0
10.1038/s41597-023-02879-5,2024-08-24,2850,1,4
10.1038/s41597-023-02864-y,2024-08-24,1517,1,0
10.1038/s41597-023-02829-1,2024-08-24,707,0,1
10.1038/s41597-023-02874-w,2024-08-24,696,0,0
10.1038/s41597-023-02836-2,2024-08-24,1595,1,0
10.1038/s41597-023-02900-x,2024-08-24,953,0,1
10.1038/s41597-023-02893-7,2024-08-24,1024,1,1
10.1038/s41597-023-02892-8,2024-08-24,895,0,1
10.1038/s41597-023-02863-z,2024-08-24,3945,3,1
10.1038/s41597-023-02859-9,2024-08-24,852,0,1
10.1038/s41597-023-02733-8,2024-08-24,2105,5,0
10.1038/s41597-023-02884-8,2024-08-24,988,0,0
10.1038/s41597-023-02869-7,2024-08-24,7800,0,5
10.1038/s41597-023-02878-6,2024-08-24,1201,0,0
10.1038/s41597-023-02903-8,2024-08-24,1378,1,7
10.1038/s41597-023-02889-3,2024-08-24,664,0,0
10.1038/s41597-024-02910-3,2024-08-24,1293,2,2
10.1038/s41597-023-02888-4,2024-08-24,3119,0,0
10.1038/s41597-023-02827-3,2024-08-24,1228,3,0
10.1038/s41597-023-02796-7,2024-08-24,798,0,0
10.1038/s41597-023-02824-6,2024-08-24,3347,1,9
10.1038/s41597-023-02867-9,2024-08-24,14000,2,4
10.1038/s41597-023-02901-w,2024-08-24,1494,0,0
10.1038/s41597-023-02907-4,2024-08-24,1603,2,1
10.1038/s41597-023-02883-9,2024-08-24,1801,0,2
10.1038/s41597-023-02902-9,2024-08-24,2303,4,0
10.1038/s41597-023-02835-3,2024-08-24,1437,1,12
10.1038/s41597-023-02890-w,2024-08-24,4883,1,58
10.1038/s41597-023-02875-9,2024-08-24,526,0,0
10.1038/s41597-023-02846-0,2024-08-24,3079,2,7
10.1038/s41597-023-02904-7,2024-08-24,2343,3,0
10.1038/s41597-023-02731-w,2024-08-24,1791,3,45
10.1038/s41597-023-02744-5,2024-08-24,986,0,3
10.1038/s41597-023-02891-9,2024-08-24,1268,3,0
10.1038/s41597-023-02855-z,2024-08-24,2895,1,2
10.1038/s41597-023-02729-4,2024-08-24,1946,1,1
10.1038/s41597-023-02616-y,2024-08-24,635,0,0
10.1038/s41597-023-02689-9,2024-08-24,2185,2,29
10.1038/s41597-023-02850-4,2024-08-24,2058,2,9
10.1038/s41597-023-02780-1,2024-08-24,1324,1,0
10.1038/s41597-024-02912-1,2024-08-24,1694,2,1
10.1038/s41597-023-02887-5,2024-08-24,1817,2,0
10.1038/s41597-023-02882-w,2024-08-24,769,1,1
10.1038/s41597-023-02894-6,2024-08-24,1124,0,1
10.1038/s41597-024-02916-x,2024-08-24,2111,0,2
10.1038/s41597-024-02921-0,2024-08-24,3961,3,56
10.1038/s41597-024-02925-w,2024-08-24,1075,0,0
10.1038/s41597-024-02915-y,2024-08-24,1658,1,0
10.1038/s41597-024-02918-9,2024-08-24,3043,4,0
10.1038/s41597-024-02923-y,2024-08-24,1069,1,1
10.1038/s41597-024-02935-8,2024-08-24,528,0,1
10.1038/s41597-023-02877-7,2024-08-24,3677,1,14
10.1038/s41597-023-02897-3,2024-08-24,3036,0,2
10.1038/s41597-023-02691-1,2024-08-24,2869,2,1
10.1038/s41597-024-02933-w,2024-08-24,1529,0,0
10.1038/s41597-024-02936-7,2024-08-24,666,0,2
10.1038/s41597-024-02939-4,2024-08-24,1699,1,5
10.1038/s41597-023-02906-5,2024-08-24,918,0,0
10.1038/s41597-024-02928-7,2024-08-24,1004,0,1
10.1038/s41597-024-02914-z,2024-08-24,843,1,0
10.1038/s41597-023-02885-7,2024-08-24,972,0,4
10.1038/s41597-023-02880-y,2024-08-24,1811,2,0
10.1038/s41597-024-02943-8,2024-08-24,3349,1,34
10.1038/s41597-023-02898-2,2024-08-24,11000,57,2
10.1038/s41597-024-02929-6,2024-08-24,1242,1,9
10.1038/s41597-024-02951-8,2024-08-24,2783,1,9
10.1038/s41597-024-02927-8,2024-08-24,1582,2,8
10.1038/s41597-023-02896-4,2024-08-24,1412,1,0
10.1038/s41597-024-02908-x,2024-08-24,2057,0,1
10.1038/s41597-024-02932-x,2024-08-24,2351,0,16
10.1038/s41597-024-02917-w,2024-08-24,2003,0,0
10.1038/s41597-024-02911-2,2024-08-24,2625,2,2
10.1038/s41597-024-02924-x,2024-08-24,3516,1,6
10.1038/s41597-024-02944-7,2024-08-24,1060,0,0
10.1038/s41597-024-02950-9,2024-08-24,1110,1,0
10.1038/s41597-024-02955-4,2024-08-24,2258,2,9
10.1038/s41597-024-02954-5,2024-08-24,921,1,0
10.1038/s41597-024-02947-4,2024-08-24,1757,1,0
10.1038/s41597-024-02922-z,2024-08-24,4223,1,7
10.1038/s41597-024-02946-5,2024-08-24,557,0,0
10.1038/s41597-024-02949-2,2024-08-24,1211,0,2
10.1038/s41597-024-02930-z,2024-08-24,1610,0,2
10.1038/s41597-024-02945-6,2024-08-24,2739,0,2
10.1038/s41597-023-02421-7,2024-08-24,2495,4,2
10.1038/s41597-023-02886-6,2024-08-24,1143,0,2
10.1038/s41597-024-02926-9,2024-08-24,1338,1,1
10.1038/s41597-023-02905-6,2024-08-24,2562,1,1
10.1038/s41597-024-02963-4,2024-08-24,1145,1,10
10.1038/s41597-024-02968-z,2024-08-24,1185,0,0
10.1038/s41597-024-02913-0,2024-08-24,4024,0,0
10.1038/s41597-024-02985-y,2024-08-24,1785,1,11
10.1038/s41597-024-02966-1,2024-08-24,1118,1,0
10.1038/s41597-024-02977-y,2024-08-24,949,0,0
10.1038/s41597-024-02990-1,2024-08-24,1194,0,1
10.1038/s41597-024-02961-6,2024-08-24,1306,1,1
10.1038/s41597-024-02909-w,2024-08-24,1146,1,1
10.1038/s41597-024-02940-x,2024-08-24,1708,2,1
10.1038/s41597-024-02937-6,2024-08-24,1030,1,1
10.1038/s41597-024-02952-7,2024-08-24,2500,0,35
10.1038/s41597-024-02920-1,2024-08-24,995,2,0
10.1038/s41597-023-02787-8,2024-08-24,5670,2,1
10.1038/s41597-024-02948-3,2024-08-24,1912,3,1
10.1038/s41597-024-02970-5,2024-08-24,931,0,0
10.1038/s41597-024-02953-6,2024-08-24,1942,0,4
10.1038/s41597-024-02962-5,2024-08-24,1312,0,5
10.1038/s41597-024-02965-2,2024-08-24,3677,0,0
10.1038/s41597-024-02979-w,2024-08-24,1825,1,1
10.1038/s41597-024-02971-4,2024-08-24,2703,6,1
10.1038/s41597-024-02972-3,2024-08-24,954,0,0
10.1038/s41597-023-02788-7,2024-08-24,1699,0,0
10.1038/s41597-024-02973-2,2024-08-24,2106,2,3
10.1038/s41597-024-02934-9,2024-08-24,1005,0,0
10.1038/s41597-024-02969-y,2024-08-24,1339,0,34
10.1038/s41597-024-02978-x,2024-08-24,1081,0,0
10.1038/s41597-024-02957-2,2024-08-24,1681,0,0
10.1038/s41597-024-02964-3,2024-08-24,1501,0,0
10.1038/s41597-024-02983-0,2024-08-24,1511,2,0
10.1038/s41597-024-02984-z,2024-08-24,4125,4,3
10.1038/s41597-024-02987-w,2024-08-24,1746,1,2
10.1038/s41597-024-02989-8,2024-08-24,1362,2,1
10.1038/s41597-024-02975-0,2024-08-24,2175,0,10
10.1038/s41597-024-02986-x,2024-08-24,911,0,16
10.1038/s41597-024-02974-1,2024-08-24,2994,2,29
10.1038/s41597-024-02931-y,2024-08-24,1642,1,7
10.1038/s41597-024-02960-7,2024-08-24,1297,0,0
10.1038/s41597-024-02938-5,2024-08-24,1113,2,0
10.1038/s41597-024-03002-y,2024-08-24,1961,0,11
10.1038/s41597-024-02991-0,2024-08-24,937,0,1
10.1038/s41597-024-03007-7,2024-08-24,1202,0,1
10.1038/s41597-024-02997-8,2024-08-24,777,0,0
10.1038/s41597-024-02976-z,2024-08-24,1219,0,7
10.1038/s41597-024-03001-z,2024-08-24,1582,0,4
10.1038/s41597-024-03012-w,2024-08-24,1435,1,7
10.1038/s41597-024-03010-y,2024-08-24,1025,0,0
10.1038/s41597-024-02999-6,2024-08-24,1826,1,1
10.1038/s41597-024-02995-w,2024-08-24,1562,0,0
10.1038/s41597-023-02895-5,2024-08-24,2172,0,0
10.1038/s41597-024-03018-4,2024-08-24,2191,2,8
10.1038/s41597-024-02981-2,2024-08-24,1490,1,0
10.1038/s41597-024-03006-8,2024-08-24,905,2,1
10.1038/s41597-024-03011-x,2024-08-24,1748,0,81
10.1038/s41597-024-03003-x,2024-08-24,695,0,3
10.1038/s41597-024-02988-9,2024-08-24,1385,0,1
10.1038/s41597-024-03013-9,2024-08-24,1609,0,0
10.1038/s41597-024-02959-0,2024-08-24,1888,4,21
10.1038/s41597-023-02872-y,2024-08-24,3327,3,7
10.1038/s41597-024-03031-7,2024-08-24,4991,27,8
10.1038/s41597-024-03005-9,2024-08-24,1252,0,1
10.1038/s41597-024-03017-5,2024-08-24,1690,0,0
10.1038/s41597-024-03014-8,2024-08-24,1383,0,6
10.1038/s41597-024-03009-5,2024-08-24,1674,0,0
10.1038/s41597-024-03022-8,2024-08-24,985,0,0
10.1038/s41597-024-03024-6,2024-08-24,1046,0,3
10.1038/s41597-024-03020-w,2024-08-24,1158,4,4
10.1038/s41597-024-03008-6,2024-08-24,1186,4,9
10.1038/s41597-023-02832-6,2024-08-24,6092,2,87
10.1038/s41597-023-02865-x,2024-08-24,1599,1,2
10.1038/s41597-024-03049-x,2024-08-24,1109,0,0
10.1038/s41597-024-03043-3,2024-08-24,1129,0,2
10.1038/s41597-024-03048-y,2024-08-24,1126,1,1
10.1038/s41597-024-03050-4,2024-08-24,1979,0,3
10.1038/s41597-024-02994-x,2024-08-24,4185,3,23
10.1038/s41597-024-03023-7,2024-08-24,2273,2,0
10.1038/s41597-024-03042-4,2024-08-24,2052,1,0
10.1038/s41597-024-03034-4,2024-08-24,2381,1,12
10.1038/s41597-024-02996-9,2024-08-24,2497,1,3
10.1038/s41597-024-03053-1,2024-08-24,691,0,0
10.1038/s41597-023-02881-x,2024-08-24,1623,1,4
10.1038/s41597-024-03045-1,2024-08-24,1663,0,27
10.1038/s41597-024-03051-3,2024-08-24,7599,4,6
10.1038/s41597-024-03052-2,2024-08-24,1737,2,8
10.1038/s41597-024-03044-2,2024-08-24,1310,0,0
10.1038/s41597-024-03037-1,2024-08-24,601,3,0
10.1038/s41597-024-03030-8,2024-08-24,1716,0,0
10.1038/s41597-024-03028-2,2024-08-24,2104,2,34
10.1038/s41597-024-03015-7,2024-08-24,2231,1,0
10.1038/s41597-024-03027-3,2024-08-24,1993,1,0
10.1038/s41597-024-03038-0,2024-08-24,1171,0,3
10.1038/s41597-024-03029-1,2024-08-24,4018,0,0
10.1038/s41597-024-02998-7,2024-08-24,1821,1,0
10.1038/s41597-024-03033-5,2024-08-24,4516,0,8
10.1038/s41597-024-03039-z,2024-08-24,4791,2,4
10.1038/s41597-024-03046-0,2024-08-24,1831,1,11
10.1038/s41597-024-03016-6,2024-08-24,1469,1,0
10.1038/s41597-024-03032-6,2024-08-24,1941,0,0
10.1038/s41597-024-03019-3,2024-08-24,985,1,1
10.1038/s41597-024-03026-4,2024-08-24,2484,2,1
10.1038/s41597-024-03047-z,2024-08-24,5634,0,0
10.1038/s41597-024-02980-3,2024-08-24,3466,1,29
10.1038/s41597-024-03056-y,2024-08-24,955,0,1
10.1038/s41597-024-03057-x,2024-08-24,608,0,1
10.1038/s41597-024-03054-0,2024-08-24,1097,0,2
10.1038/s41597-024-02967-0,2024-08-24,1871,0,3
10.1038/s41597-024-03004-w,2024-08-24,1590,0,61
10.1038/s41597-024-02958-1,2024-08-24,3777,1,72
10.1038/s41597-024-03082-w,2024-08-24,824,0,0
10.1038/s41597-024-03075-9,2024-08-24,894,2,14
10.1038/s41597-024-03055-z,2024-08-24,1085,2,0
10.1038/s41597-024-03064-y,2024-08-24,1042,0,5
10.1038/s41597-024-03070-0,2024-08-24,1126,0,1
10.1038/s41597-024-03066-w,2024-08-24,1547,2,1
10.1038/s41597-024-03080-y,2024-08-24,635,1,2
10.1038/s41597-024-03078-6,2024-08-24,1177,1,0
10.1038/s41597-024-03061-1,2024-08-24,626,0,0
10.1038/s41597-024-03063-z,2024-08-24,737,1,0
10.1038/s41597-024-03000-0,2024-08-24,1174,0,8
10.1038/s41597-024-03087-5,2024-08-24,886,0,3
10.1038/s41597-024-03085-7,2024-08-24,1418,3,7
10.1038/s41597-024-03079-5,2024-08-24,4697,2,56
10.1038/s41597-024-03062-0,2024-08-24,1516,0,0
10.1038/s41597-024-03058-w,2024-08-24,2491,2,15
10.1038/s41597-024-03065-x,2024-08-24,1808,0,0
10.1038/s41597-024-03077-7,2024-08-24,1108,1,1
10.1038/s41597-024-03084-8,2024-08-24,5100,3,18
10.1038/s41597-024-03072-y,2024-08-24,1974,0,6
10.1038/s41597-024-03076-8,2024-08-24,1717,1,0
10.1038/s41597-024-03059-9,2024-08-24,4435,1,115
10.1038/s41597-024-03089-3,2024-08-24,1018,0,1
10.1038/s41597-024-03060-2,2024-08-24,2767,0,13
10.1038/s41597-024-03067-9,2024-08-24,2495,2,7
10.1038/s41597-024-03073-x,2024-08-24,4735,1,4
10.1038/s41597-024-03086-6,2024-08-24,1901,0,1
10.1038/s41597-024-03036-2,2024-08-24,1450,0,1
10.1038/s41597-024-03021-9,2024-08-24,2754,0,14
10.1038/s41597-024-02942-9,2024-08-24,4975,0,0
10.1038/s41597-024-03074-w,2024-08-24,5589,0,19
10.1038/s41597-024-03083-9,2024-08-24,1013,0,9
10.1038/s41597-024-03090-w,2024-08-24,6501,1,1
10.1038/s41597-024-03068-8,2024-08-24,837,0,0
10.1038/s41597-023-02844-2,2024-08-24,1821,2,0
10.1038/s41597-024-03095-5,2024-08-24,8111,0,64
10.1038/s41597-024-03100-x,2024-08-24,1493,0,53
10.1038/s41597-024-03107-4,2024-08-24,1007,0,0
10.1038/s41597-024-03097-3,2024-08-24,680,0,1
10.1038/s41597-023-02868-8,2024-08-24,4998,0,12
10.1038/s41597-024-03098-2,2024-08-24,1119,0,6
10.1038/s41597-024-03091-9,2024-08-24,7734,3,6
10.1038/s41597-024-03081-x,2024-08-24,1232,1,2
10.1038/s41597-024-03071-z,2024-08-24,1043,1,4
10.1038/s41597-024-03106-5,2024-08-24,3755,0,10
10.1038/s41597-024-03113-6,2024-08-24,1129,1,1
10.1038/s41597-024-03108-3,2024-08-24,2295,0,11
10.1038/s41597-024-03096-4,2024-08-24,1205,0,1
10.1038/s41597-024-03104-7,2024-08-24,2684,2,16
10.1038/s41597-024-03102-9,2024-08-24,1136,0,0
10.1038/s41597-024-03103-8,2024-08-24,1105,0,1
10.1038/s41597-024-03093-7,2024-08-24,806,0,0
10.1038/s41597-024-03111-8,2024-08-24,1121,0,0
10.1038/s41597-024-03110-9,2024-08-24,974,0,0
10.1038/s41597-024-03092-8,2024-08-24,1127,0,0
10.1038/s41597-024-03114-5,2024-08-24,1322,0,1
10.1038/s41597-024-03127-0,2024-08-24,4734,0,2
10.1038/s41597-024-03129-y,2024-08-24,1251,0,19
10.1038/s41597-024-03123-4,2024-08-24,808,0,0
10.1038/s41597-024-03117-2,2024-08-24,3087,1,0
10.1038/s41597-024-03112-7,2024-08-24,713,1,0
10.1038/s41597-024-03101-w,2024-08-24,1234,2,0
10.1038/s41597-024-03118-1,2024-08-24,2618,0,67
10.1038/s41597-024-03120-7,2024-08-24,5374,2,9
10.1038/s41597-024-03126-1,2024-08-24,1502,2,2
10.1038/s41597-024-03119-0,2024-08-24,1020,0,0
10.1038/s41597-024-03109-2,2024-08-24,1349,0,0
10.1038/s41597-024-03132-3,2024-08-24,1937,0,0
10.1038/s41597-024-03025-5,2024-08-24,1198,0,0
10.1038/s41597-024-03133-2,2024-08-24,2208,1,0
10.1038/s41597-024-03105-6,2024-08-24,6089,1,3
10.1038/s41597-024-03130-5,2024-08-24,1266,0,0
10.1038/s41597-024-03139-w,2024-08-24,2422,2,10
10.1038/s41597-024-03134-1,2024-08-24,2370,0,29
10.1038/s41597-024-03138-x,2024-08-24,2312,0,18
10.1038/s41597-024-03116-3,2024-08-24,1311,2,18
10.1038/s41597-024-03155-w,2024-08-24,652,1,6
10.1038/s41597-024-03157-8,2024-08-24,1243,0,0
10.1038/s41597-024-03143-0,2024-08-24,5385,2,0
10.1038/s41597-024-03150-1,2024-08-24,1072,0,2
10.1038/s41597-024-03135-0,2024-08-24,818,0,2
10.1038/s41597-024-03152-z,2024-08-24,2416,0,3
10.1038/s41597-024-03161-y,2024-08-24,729,0,4
10.1038/s41597-024-03154-x,2024-08-24,462,0,0
10.1038/s41597-024-03168-5,2024-08-24,601,0,0
10.1038/s41597-024-03163-w,2024-08-24,1080,0,1
10.1038/s41597-024-03146-x,2024-08-24,870,0,1
10.1038/s41597-024-03142-1,2024-08-24,887,0,1
10.1038/s41597-024-03145-y,2024-08-24,1785,0,1
10.1038/s41597-024-03173-8,2024-08-24,1209,0,1
10.1038/s41597-024-03164-9,2024-08-24,1546,1,5
10.1038/s41597-024-03147-w,2024-08-24,2758,1,19
10.1038/s41597-024-03149-8,2024-08-24,3715,0,0
10.1038/s41597-024-03160-z,2024-08-24,1151,0,0
10.1038/s41597-024-03137-y,2024-08-24,2637,0,0
10.1038/s41597-024-03124-3,2024-08-24,3103,0,4
10.1038/s41597-024-03122-5,2024-08-24,1067,0,1
10.1038/s41597-024-03151-0,2024-08-24,556,0,1
10.1038/s41597-024-03158-7,2024-08-24,1170,0,1
10.1038/s41597-024-03159-6,2024-08-24,2357,1,13
10.1038/s41597-024-03128-z,2024-08-24,1060,0,14
10.1038/s41597-024-03186-3,2024-08-24,3964,0,135
10.1038/s41597-024-03148-9,2024-08-24,4104,0,13
10.1038/s41597-024-03162-x,2024-08-24,2465,2,3
10.1038/s41597-024-03172-9,2024-08-24,683,0,0
10.1038/s41597-024-03179-2,2024-08-24,694,0,5
10.1038/s41597-024-03189-0,2024-08-24,952,0,2
10.1038/s41597-024-03178-3,2024-08-24,4842,2,2
10.1038/s41597-024-03144-z,2024-08-24,3328,2,167
10.1038/s41597-024-03069-7,2024-08-24,1819,1,48
10.1038/s41597-024-03136-z,2024-08-24,1152,0,1
10.1038/s41597-024-03195-2,2024-08-24,546,0,0
10.1038/s41597-024-03198-z,2024-08-24,1266,1,0
10.1038/s41597-024-03176-5,2024-08-24,1461,1,1
10.1038/s41597-024-03180-9,2024-08-24,1774,0,0
10.1038/s41597-024-03184-5,2024-08-24,894,0,0
10.1038/s41597-024-03188-1,2024-08-24,1468,1,1
10.1038/s41597-024-03197-0,2024-08-24,3091,1,35
10.1038/s41597-024-03194-3,2024-08-24,1185,0,1
10.1038/s41597-024-03187-2,2024-08-24,2539,0,9
10.1038/s41597-024-03177-4,2024-08-24,683,0,0
10.1038/s41597-024-03141-2,2024-08-24,3295,1,6
10.1038/s41597-024-03200-8,2024-08-24,1028,0,0
10.1038/s41597-024-03167-6,2024-08-24,1175,0,9
10.1038/s41597-024-03153-y,2024-08-24,973,0,3
10.1038/s41597-024-03204-4,2024-08-24,832,0,11
10.1038/s41597-024-03088-4,2024-08-24,765,0,6
10.1038/s41597-024-03199-y,2024-08-24,1312,4,4
10.1038/s41597-024-03166-7,2024-08-24,1028,0,0
10.1038/s41597-024-03221-3,2024-08-24,1772,0,18
10.1038/s41597-024-03205-3,2024-08-24,644,1,0
10.1038/s41597-024-03191-6,2024-08-24,689,0,0
10.1038/s41597-024-03174-7,2024-08-24,905,1,5
10.1038/s41597-024-03171-w,2024-08-24,15000,2,9
10.1038/s41597-024-03196-1,2024-08-24,1167,0,2
10.1038/s41597-024-03165-8,2024-08-24,820,0,1
10.1038/s41597-024-03215-1,2024-08-24,1714,1,2
10.1038/s41597-024-03182-7,2024-08-24,4717,2,10
10.1038/s41597-024-03212-4,2024-08-24,1067,0,0
10.1038/s41597-024-03222-2,2024-08-24,3090,1,0
10.1038/s41597-024-03208-0,2024-08-24,1922,0,10
10.1038/s41597-024-03193-4,2024-08-24,1843,0,1
10.1038/s41597-024-03226-y,2024-08-24,606,0,2
10.1038/s41597-024-03202-6,2024-08-24,777,0,4
10.1038/s41597-024-03213-3,2024-08-24,1448,1,3
10.1038/s41597-024-03239-7,2024-08-24,1103,2,0
10.1038/s41597-024-03241-z,2024-08-24,2059,0,0
10.1038/s41597-024-03209-z,2024-08-24,1483,0,2
